A,B,P,private_key_a,private_key_b,x_a,y_a,hashpoint_a,x_b,y_b,hashpoint_b,x_secret,y_secret,secret_in_hash,order, time(ms)
14,87,2003,11400714819323300003,11400714819323231659,626,628,11400714819323238871,120,72,11400714819323206147,1714,1500,11400714819323311791,2040,7
14,89,2003,11400714819323300335,11400714819323231893,773,1522,11400714819323250445,166,548,11400714819323209540,773,1522,11400714819323250445,2044,7
14,90,2003,11400714819323302707,11400714819323231313,1281,1066,11400714819323282622,589,565,11400714819323236432,505,1842,11400714819323233276,2073,6
14,91,2003,11400714819323303468,11400714819323231956,265,1380,11400714819323216626,428,1871,11400714819323228003,379,683,11400714819323223205,2048,7
14,95,2003,11400714819323303782,11400714819323232023,1782,1030,11400714819323312558,1069,130,11400714819323268303,134,136,11400714819323207352,2052,6
14,97,2003,11400714819323303411,11400714819323232211,502,1507,11400714819323231747,60,1846,11400714819323204198,1714,801,11400714819323309008,2065,6
14,99,2003,11400714819323303533,11400714819323231956,217,1435,11400714819323214079,1297,325,11400714819323283407,1897,1917,11400714819323320517,2046,7
15,1,2003,11400714819323299878,11400714819323231659,837,1163,11400714819323253236,1682,993,11400714819323306120,1737,608,11400714819323311278,2038,6
15,2,2003,11400714819323305692,11400714819323231636,838,1501,11400714819323254533,1408,639,11400714819323288180,470,1376,11400714819323229884,2090,6
15,3,2003,11400714819323298294,11400714819323231204,94,197,11400714819323204655,25,813,11400714819323200913,1654,1075,11400714819323304211,2005,7
15,5,2003,11400714819323300772,11400714819323231722,982,1765,11400714819323263673,915,1918,11400714819323259556,1180,1239,11400714819323276687,2035,9
15,8,2003,11400714819323300003,11400714819323231659,1524,1028,11400714819323296610,308,1599,11400714819323219605,222,241,11400714819323212899,2040,7
15,9,2003,11400714819323303782,11400714819323232023,21,140,11400714819323199987,1983,1154,11400714819323327993,110,1197,11400714819323206707,2052,7
15,10,2003,11400714819323300634,11400714819323230761,1986,833,11400714819323328004,199,99,11400714819323211438,571,889,11400714819323235559,2031,6
15,12,2003,11400714819323305692,11400714819323231636,1181,1071,11400714819323276342,487,1928,11400714819323231281,1855,1187,11400714819323319672,2090,6
15,17,2003,11400714819323303229,11400714819323232211,1034,1594,11400714819323265499,1601,817,11400714819323303767,1827,1350,11400714819323317440,2063,7
15,18,2003,11400714819323301079,11400714819323230953,335,730,11400714819323220557,1761,920,11400714819323313988,989,659,11400714819323262210,2020,7
15,19,2003,11400714819323301014,11400714819323230953,1141,924,11400714819323271803,473,353,11400714819323229685,888,720,11400714819323256507,2018,6
15,20,2003,11400714819323302970,11400714819323232146,1185,818,11400714819323276302,899,1634,11400714819323258772,1175,726,11400714819323273543,2058,7
15,21,2003,11400714819323301014,11400714819323230953,1848,645,11400714819323316560,120,1188,11400714819323207343,1366,882,11400714819323286282,2018,7
15,22,2003,11400714819323300569,11400714819323230761,44,727,11400714819323202011,1870,1816,11400714819323322318,220,972,11400714819323213764,2030,6
15,24,2003,11400714819323300569,11400714819323230761,112,1891,11400714819323207652,1221,900,11400714819323279055,1772,1315,11400714819323312927,2030,6
15,28,2003,11400714819323301275,11400714819323230888,572,172,11400714819323235948,974,1296,11400714819323262550,572,172,11400714819323235948,2024,6
15,30,2003,11400714819323303411,11400714819323232211,121,1890,11400714819323208108,171,527,11400714819323210149,121,1890,11400714819323208108,2064,6
15,36,2003,11400714819323301014,11400714819323230953,924,309,11400714819323258541,1154,1648,11400714819323273383,1866,1936,11400714819323318461,2018,6
15,46,2003,11400714819323299943,11400714819323231722,1063,1126,11400714819323268963,229,1128,11400714819323214099,1785,702,11400714819323312168,2036,7
15,48,2003,11400714819323303103,11400714819323232146,1267,484,11400714819323281158,337,112,11400714819323220040,534,1826,11400714819323235114,2060,7
15,51,2003,11400714819323302861,11400714819323231391,102,1832,11400714819323206832,520,1844,11400714819323234243,220,1871,11400714819323214407,2074,7
15,53,2003,11400714819323300270,11400714819323231893,1012,1874,11400714819323265680,1548,723,11400714819323299175,1073,1877,11400714819323270279,2045,7
15,56,2003,11400714819323301516,11400714819323231141,493,1947,11400714819323231878,477,963,11400714819323229778,493,1947,11400714819323231878,2008,7
15,61,2003,11400714819323303782,11400714819323232023,334,1023,11400714819323220649,1424,1863,11400714819323293008,1769,1722,11400714819323312160,2052,7
15,67,2003,11400714819323302513,11400714819323231248,817,210,11400714819323251394,712,1242,11400714819323244905,1667,624,11400714819323307622,2067,7
15,68,2003,11400714819323301581,11400714819323231083,1928,492,11400714819323324011,634,1040,11400714819323239737,1302,1358,11400714819323284798,2010,7
15,70,2003,11400714819323300192,11400714819323231659,46,734,11400714819323202128,1785,1939,11400714819323315551,455,1631,11400714819323229538,2041,7
15,76,2003,11400714819323300440,11400714819323230824,514,354,11400714819323231349,736,1938,11400714819323248319,1454,1546,11400714819323292324,2028,8
15,82,2003,11400714819323302513,11400714819323231248,1552,786,11400714819323298491,392,45,11400714819323223852,1878,1314,11400714819323322330,2067,7
15,89,2003,11400714819323301014,11400714819323230953,1158,1190,11400714819323275226,1784,1306,11400714819323315733,1039,427,11400714819323266700,2019,8
15,91,2003,11400714819323301275,11400714819323230888,1345,1882,11400714819323285950,451,1218,11400714819323229124,1345,1882,11400714819323285950,2024,7
15,92,2003,11400714819323300129,11400714819323231893,1474,1,11400714819323292612,10,880,11400714819323200013,214,399,11400714819323212687,2043,8
15,94,2003,11400714819323301492,11400714819323231141,537,812,11400714819323233310,1907,872,11400714819323320682,76,1232,11400714819323204532,2007,7
15,96,2003,11400714819323302770,11400714819323231313,872,54,11400714819323253837,885,1218,11400714819323256193,763,1931,11400714819323249125,2072,9
15,97,2003,11400714819323303782,11400714819323232023,962,393,11400714819323260108,758,423,11400714819323246863,797,618,11400714819323250075,2052,10
15,99,2003,11400714819323302770,11400714819323231313,738,250,11400714819323245733,1194,1437,11400714819323275766,1130,981,11400714819323273198,2072,7
16,6,2003,11400714819323301338,11400714819323230888,1115,1837,11400714819323273027,764,927,11400714819323248015,1300,1142,11400714819323282372,2025,10
16,8,2003,11400714819323302448,11400714819323231248,1215,448,11400714819323275899,1557,1260,11400714819323298259,1864,757,11400714819323319700,2068,9
16,10,2003,11400714819323301902,11400714819323231454,273,823,11400714819323216577,1013,418,11400714819323262977,181,42,11400714819323210009,2078,7
16,12,2003,11400714819323302707,11400714819323231313,1264,974,11400714819323279855,126,282,11400714819323206832,883,1578,11400714819323255976,2073,8
16,13,2003,11400714819323301014,11400714819323230953,1767,286,11400714819323313739,1058,797,11400714819323268248,1814,355,11400714819323315115,2018,10
16,15,2003,11400714819323303292,11400714819323232211,1936,1013,11400714819323323006,1746,1017,11400714819323310224,486,1880,11400714819323231360,2062,9
16,18,2003,11400714819323302970,11400714819323232146,387,1824,11400714819323225558,979,1061,11400714819323262525,167,747,11400714819323209806,2058,9
16,19,2003,11400714819323303035,11400714819323232086,1678,326,11400714819323307248,973,208,11400714819323261653,657,1319,11400714819323241649,2057,10
16,23,2003,11400714819323303929,11400714819323232086,583,1648,11400714819323238033,748,478,11400714819323247426,1700,1512,11400714819323308546,2054,10
16,27,2003,11400714819323300569,11400714819323230761,854,1247,11400714819323253791,20,1156,11400714819323200906,1872,1781,11400714819323322254,2030,7
16,29,2003,11400714819323301516,11400714819323231141,907,1547,11400714819323258441,172,1189,11400714819323210569,907,1547,11400714819323258441,2008,11
16,38,2003,11400714819323298294,11400714819323231204,764,434,11400714819323248506,137,445,11400714819323207869,1621,554,11400714819323302721,2004,8
16,39,2003,11400714819323302707,11400714819323231313,846,543,11400714819323253193,1094,1482,11400714819323269174,980,1958,11400714819323263588,2073,7
16,41,2003,11400714819323301516,11400714819323231141,1774,583,11400714819323313529,892,946,11400714819323256026,1774,583,11400714819323313529,2008,8
16,44,2003,11400714819323303864,11400714819323232086,892,590,11400714819323256126,290,950,11400714819323218353,868,1792,11400714819323256714,2055,10
16,47,2003,11400714819323301902,11400714819323231454,1516,310,11400714819323296810,972,1077,11400714819323262961,751,1064,11400714819323248215,2078,7
16,49,2003,11400714819323300440,11400714819323230824,1568,1532,11400714819323301305,1004,425,11400714819323263573,999,1771,11400714819323264606,2027,7
16,53,2003,11400714819323300003,11400714819323231659,1414,960,11400714819323291440,1027,1852,11400714819323265298,1167,791,11400714819323273344,2040,8
16,54,2003,11400714819323301079,11400714819323230953,62,138,11400714819323202576,999,1074,11400714819323263207,606,392,11400714819323238378,2020,9
16,56,2003,11400714819323302796,11400714819323231391,1656,278,11400714819323304625,617,1415,11400714819323239967,1941,1614,11400714819323325981,2076,7
16,57,2003,11400714819323298294,11400714819323231204,631,392,11400714819323238797,777,973,11400714819323249133,1664,985,11400714819323307790,2005,7
16,58,2003,11400714819323303589,11400714819323232023,1009,1146,11400714819323264570,163,1655,11400714819323210711,441,1782,11400714819323228160,2050,9
16,59,2003,11400714819323299878,11400714819323231659,1752,1936,11400714819323313539,666,1647,11400714819323243312,457,1414,11400714819323229572,2038,8
16,65,2003,11400714819323303533,11400714819323231956,285,442,11400714819323216971,1497,1819,11400714819323297599,731,901,11400714819323246027,2046,6
16,67,2003,11400714819323300129,11400714819323231893,1557,231,11400714819323299284,677,1021,11400714819323243358,1805,1042,11400714819323314727,2043,6
16,70,2003,11400714819323299943,11400714819323231722,427,1782,11400714819323228062,72,89,11400714819323203272,664,1800,11400714819323243355,2037,7
16,72,2003,11400714819323298294,11400714819323231204,1626,1457,11400714819323305862,1502,54,11400714819323293852,1719,1472,11400714819323312117,2005,7
16,73,2003,11400714819323303782,11400714819323232023,34,1401,11400714819323202100,133,973,11400714819323208134,738,1193,11400714819323247380,2052,7
16,74,2003,11400714819323303103,11400714819323232146,1550,1923,11400714819323301525,131,669,11400714819323207441,1359,1648,11400714819323286231,2061,9
16,76,2003,11400714819323301492,11400714819323231141,1811,849,11400714819323314937,1373,837,11400714819323286188,1157,680,11400714819323274651,2007,6
16,77,2003,11400714819323300569,11400714819323230761,1540,817,11400714819323299779,1536,1329,11400714819323299014,1832,1573,11400714819323316524,2030,8
16,84,2003,11400714819323301014,11400714819323230953,1448,334,11400714819323293029,900,532,11400714819323257742,395,1940,11400714819323225920,2018,6
16,92,2003,11400714819323300003,11400714819323231659,668,1269,11400714819323243053,1078,1116,11400714819323267784,237,1824,11400714819323215453,2040,7
16,95,2003,11400714819323298294,11400714819323231204,1822,1078,11400714819323317900,416,829,11400714819323225626,242,1260,11400714819323215183,2004,7
16,96,2003,11400714819323303929,11400714819323232086,1203,1479,11400714819323276155,1212,1052,11400714819323278556,1256,512,11400714819323280807,2054,7
16,98,2003,11400714819323301581,11400714819323231083,812,997,11400714819323250921,282,1975,11400714819323218824,95,1687,11400714819323206364,2010,8
16,99,2003,11400714819323302216,11400714819323231517,1060,933,11400714819323268583,427,416,11400714819323226484,1779,855,11400714819323312923,2082,7
17,1,2003,11400714819323301338,11400714819323230888,1604,278,11400714819323300344,1026,1450,11400714819323266877,1302,245,11400714819323283161,2025,7
17,5,2003,11400714819323301492,11400714819323231141,172,512,11400714819323210220,1240,1596,11400714819323280735,235,1389,11400714819323214999,2007,6
17,8,2003,11400714819323302707,11400714819323231313,1341,76,11400714819323283917,206,670,11400714819323212456,1388,578,11400714819323289566,2073,6
17,10,2003,11400714819323301275,11400714819323230888,412,900,11400714819323225756,1714,1058,11400714819323308241,412,900,11400714819323225756,2024,7
17,11,2003,11400714819323301516,11400714819323231141,780,817,11400714819323248645,911,1193,11400714819323258606,780,817,11400714819323248645,2008,11
17,17,2003,11400714819323301014,11400714819323230953,502,1561,11400714819323232733,152,198,11400714819323208601,1735,947,11400714819323311614,2019,6
17,21,2003,11400714819323300377,11400714819323230824,982,1546,11400714819323263810,988,901,11400714819323262029,1108,106,11400714819323270848,2026,6
17,24,2003,11400714819323301646,11400714819323231083,275,1860,11400714819323218254,598,1688,11400714819323239060,396,485,11400714819323224273,2011,8
17,27,2003,11400714819323302090,11400714819323231454,1248,348,11400714819323277897,276,1098,11400714819323217072,1248,348,11400714819323277897,2080,6
17,28,2003,11400714819323302216,11400714819323231517,798,587,11400714819323250105,120,605,11400714819323206888,552,1370,11400714819323234769,2082,6
17,34,2003,11400714819323303411,11400714819323232211,322,1771,11400714819323220626,609,1221,11400714819323239379,1518,356,11400714819323297690,2065,7
17,35,2003,11400714819323300634,11400714819323230761,1501,1744,11400714819323297345,138,1295,11400714819323208524,1754,1015,11400714819323313816,2031,8
17,40,2003,11400714819323302861,11400714819323231391,1226,1314,11400714819323277347,1498,760,11400714819323294425,1131,431,11400714819323272693,2074,7
17,41,2003,11400714819323301205,11400714819323230888,841,579,11400714819323253283,1548,1638,11400714819323298034,1051,330,11400714819323265342,2022,7
17,45,2003,11400714819323305541,11400714819323231580,105,352,11400714819323205542,937,691,11400714819323259483,1940,739,11400714819323322953,2087,7
17,46,2003,11400714819323303652,11400714819323231956,1881,345,11400714819323319005,1780,1264,11400714819323312438,62,152,11400714819323202562,2049,7
17,47,2003,11400714819323303864,11400714819323232086,1126,1790,11400714819323271626,1714,279,11400714819323309546,1604,1918,11400714819323301984,2056,7
17,53,2003,11400714819323303782,11400714819323232023,1590,1034,11400714819323300122,400,1363,11400714819323225180,1967,164,11400714819323325899,2052,6
17,58,2003,11400714819323305476,11400714819323231580,733,1660,11400714819323246677,1034,292,11400714819323266225,229,1343,11400714819323214376,2088,6
17,61,2003,11400714819323302640,11400714819323231313,131,1898,11400714819323208924,98,1579,11400714819323206330,1978,1061,11400714819323328274,2070,8
17,64,2003,11400714819323302970,11400714819323232146,640,1955,11400714819323242200,1791,782,11400714819323315805,1282,965,11400714819323282584,2058,9
17,67,2003,11400714819323303533,11400714819323231956,1242,1089,11400714819323280598,1177,1991,11400714819323277275,1450,1739,11400714819323292512,2046,6
17,69,2003,11400714819323303468,11400714819323231956,81,633,11400714819323204275,1486,1877,11400714819323297171,984,494,11400714819323262753,2048,7
17,74,2003,11400714819323305629,11400714819323231636,747,376,11400714819323247596,1359,193,11400714819323286694,1812,331,11400714819323314993,2091,7
17,79,2003,11400714819323299943,11400714819323231722,786,99,11400714819323249326,1982,769,11400714819323328315,504,1454,11400714819323232697,2036,6
17,81,2003,11400714819323299943,11400714819323231722,1487,1777,11400714819323297270,1117,280,11400714819323269593,1285,7,11400714819323280280,2037,6
17,82,2003,11400714819323301902,11400714819323231454,267,91,11400714819323215481,612,1893,11400714819323240311,643,163,11400714819323239579,2078,7
17,83,2003,11400714819323302577,11400714819323231313,1983,366,11400714819323324557,215,1260,11400714819323213345,1841,323,11400714819323317333,2071,6
17,84,2003,11400714819323300837,11400714819323231722,1696,1133,11400714819323309194,953,479,11400714819323260571,1865,825,11400714819323319337,2034,7
17,86,2003,11400714819323303782,11400714819323232023,468,1276,11400714819323230034,1406,301,11400714819323288415,1081,70,11400714819323269008,2052,8
17,87,2003,11400714819323301205,11400714819323230888,197,1879,11400714819323212824,742,440,11400714819323247328,1004,1906,11400714819323264110,2023,7
17,90,2003,11400714819323300192,11400714819323231893,676,1580,11400714819323242830,1453,1328,11400714819323291741,1050,1688,11400714819323268649,2042,6
17,91,2003,11400714819323302796,11400714819323231391,533,1904,11400714819323235167,791,1148,11400714819323249665,914,537,11400714819323256832,2076,7
17,92,2003,11400714819323303166,11400714819323232146,367,976,11400714819323223407,1965,752,11400714819323325341,1733,155,11400714819323308388,2059,6
17,93,2003,11400714819323301140,11400714819323230953,1898,1749,11400714819323320366,279,200,11400714819323216885,1556,863,11400714819323298797,2021,7
17,96,2003,11400714819323301711,11400714819323231083,1765,1582,11400714819323313113,1690,570,11400714819323306223,178,353,11400714819323210384,2012,6
17,97,2003,11400714819323300946,11400714819323231018,280,1088,11400714819323217795,1067,1778,11400714819323267834,164,1244,11400714819323210430,2017,6
17,98,2003,11400714819323299943,11400714819323231722,1406,957,11400714819323291087,844,1804,11400714819323254200,1073,1378,11400714819323267826,2036,6
18,8,2003,11400714819323300569,11400714819323230761,520,1412,11400714819323233811,1987,1344,11400714819323327430,193,870,11400714819323211562,2030,6
18,10,2003,11400714819323302640,11400714819323231313,77,1844,11400714819323205329,278,1598,11400714819323218190,1883,787,11400714819323318501,2070,6
18,12,2003,11400714819323301338,11400714819323230888,1221,1564,11400714819323277415,1649,1656,11400714819323307544,213,1729,11400714819323213982,2025,6
18,15,2003,11400714819323300003,11400714819323231659,613,682,11400714819323239165,1805,696,11400714819323315421,236,1371,11400714819323214919,2040,7
18,19,2003,11400714819323305692,11400714819323231636,291,998,11400714819323217952,784,1580,11400714819323249685,800,1380,11400714819323251041,2090,7
18,20,2003,11400714819323300440,11400714819323230824,945,133,11400714819323259511,1210,360,11400714819323275665,1446,1435,11400714819323291967,2028,7
18,21,2003,11400714819323303782,11400714819323232023,485,179,11400714819323230052,5,664,11400714819323199467,1039,707,11400714819323266964,2052,7
18,24,2003,11400714819323301079,11400714819323230953,765,1807,11400714819323249118,293,1606,11400714819323218625,492,1190,11400714819323231706,2020,7
18,25,2003,11400714819323301777,11400714819323231083,1384,343,11400714819323289006,885,161,11400714819323255206,1722,1600,11400714819323311161,2013,7
18,27,2003,11400714819323302640,11400714819323231313,901,735,11400714819323257488,999,1735,11400714819323264626,790,513,11400714819323250509,2070,7
18,29,2003,11400714819323303103,11400714819323232146,1859,134,11400714819323316328,276,1481,11400714819323217463,1896,558,11400714819323321717,2061,9
18,31,2003,11400714819323301581,11400714819323231083,42,489,11400714819323201698,758,1467,11400714819323249403,135,1800,11400714819323208825,2010,8
18,38,2003,11400714819323300569,11400714819323230761,478,1555,11400714819323231169,800,671,11400714819323249756,1481,1094,11400714819323294148,2030,11
18,40,2003,11400714819323301014,11400714819323230953,859,1485,11400714819323255331,1887,331,11400714819323318696,1770,600,11400714819323313229,2019,7
18,41,2003,11400714819323302216,11400714819323231517,541,1594,11400714819323234315,269,1537,11400714819323217044,828,1110,11400714819323253510,2082,10
18,42,2003,11400714819323303782,11400714819323232023,1190,1046,11400714819323276914,1156,1743,11400714819323273601,1258,317,11400714819323280870,2052,9
18,43,2003,11400714819323301840,11400714819323231018,1504,286,11400714819323294539,1094,1968,11400714819323269648,1858,1139,11400714819323319706,2015,8
18,45,2003,11400714819323303782,11400714819323232023,1414,239,11400714819323288163,1093,124,11400714819323267751,1788,646,11400714819323312550,2052,10
18,49,2003,11400714819323301338,11400714819323230888,1158,767,11400714819323274547,417,391,11400714819323226085,299,1119,11400714819323218517,2025,7
18,52,2003,11400714819323301581,11400714819323231083,774,1308,11400714819323248756,679,670,11400714819323243451,1212,1675,11400714819323278963,2010,10
18,53,2003,11400714819323301205,11400714819323230888,643,1768,11400714819323242206,939,827,11400714819323259217,607,284,11400714819323238359,2022,11
18,54,2003,11400714819323300440,11400714819323230824,1544,1727,11400714819323297886,985,1958,11400714819323263272,1194,767,11400714819323276820,2028,11
18,57,2003,11400714819323301014,11400714819323230953,1553,227,11400714819323298989,1467,543,11400714819323292633,626,599,11400714819323238906,2018,6
18,64,2003,11400714819323303864,11400714819323232086,929,1609,11400714819323258919,1843,1071,11400714819323316707,567,1194,11400714819323235643,2055,9
18,67,2003,11400714819323300883,11400714819323231018,317,681,11400714819323219824,1253,227,11400714819323278228,1396,1160,11400714819323288462,2016,8
18,68,2003,11400714819323301338,11400714819323230888,924,961,11400714819323257889,422,1008,11400714819323226184,164,124,11400714819323208990,2025,6
18,69,2003,11400714819323301581,11400714819323231083,687,1124,11400714819323244107,1479,1090,11400714819323295311,1606,1437,11400714819323302533,2010,7
18,70,2003,11400714819323300003,11400714819323231659,1963,1759,11400714819323324469,1721,1239,11400714819323311715,240,1962,11400714819323215627,2040,9
18,71,2003,11400714819323303533,11400714819323231956,114,799,11400714819323206562,1490,1945,11400714819323296880,1379,478,11400714819323288936,2046,8
18,72,2003,11400714819323300335,11400714819323231893,217,259,11400714819323212631,1780,1880,11400714819323315422,217,259,11400714819323212631,2044,7
18,74,2003,11400714819323300129,11400714819323231893,322,127,11400714819323218982,373,13,11400714819323222218,1298,1943,11400714819323284578,2043,10
18,75,2003,11400714819323300003,11400714819323231659,1855,875,11400714819323319856,1495,28,11400714819323295409,786,1047,11400714819323250274,2040,9
18,76,2003,11400714819323303103,11400714819323232146,1477,351,11400714819323295200,83,1091,11400714819323204991,1873,869,11400714819323319007,2060,11
18,82,2003,11400714819323300569,11400714819323230761,508,153,11400714819323231697,156,1794,11400714819323210402,943,83,11400714819323259580,2030,8
18,85,2003,11400714819323303103,11400714819323232146,800,1107,11400714819323251216,1195,1657,11400714819323275987,750,52,11400714819323247210,2060,7
18,90,2003,11400714819323303719,11400714819323232023,733,476,11400714819323246389,3,1220,11400714819323199898,312,1657,11400714819323220452,2053,9
18,91,2003,11400714819323302216,11400714819323231517,1712,40,11400714819323309913,4,876,11400714819323199622,1800,387,11400714819323315794,2082,11
18,93,2003,11400714819323300883,11400714819323231018,1562,1000,11400714819323301401,176,1164,11400714819323210877,840,947,11400714819323253202,2016,10
18,98,2003,11400714819323300066,11400714819323231659,1025,1656,11400714819323267020,239,1703,11400714819323215448,1274,1852,11400714819323283445,2039,10
19,4,2003,11400714819323303864,11400714819323232086,243,869,11400714819323214981,799,1425,11400714819323250994,1252,407,11400714819323278081,2055,6
19,7,2003,11400714819323302513,11400714819323231248,1752,41,11400714819323311404,1009,913,11400714819323264787,744,1766,11400714819323248477,2067,9
19,9,2003,11400714819323298294,11400714819323231204,474,77,11400714819323228802,1393,1871,11400714819323290737,509,655,11400714819323232158,2004,11
19,11,2003,11400714819323300883,11400714819323231018,754,553,11400714819323246984,885,718,11400714819323256437,1153,1494,11400714819323275210,2016,11
19,13,2003,11400714819323300699,11400714819323230761,1189,1946,11400714819323275965,758,1073,11400714819323247733,151,822,11400714819323209127,2033,11
19,14,2003,11400714819323302090,11400714819323231454,1456,1759,11400714819323295184,1074,692,11400714819323267175,1840,423,11400714819323317432,2079,9
19,15,2003,11400714819323301581,11400714819323231083,1275,214,11400714819323279378,1642,1074,11400714819323304459,770,836,11400714819323249563,2010,11
19,17,2003,11400714819323302577,11400714819323231313,514,1410,11400714819323232405,511,1494,11400714819323233237,1898,142,11400714819323322263,2071,8
19,18,2003,11400714819323303103,11400714819323232146,1048,186,11400714819323267021,1198,1411,11400714819323276013,556,1664,11400714819323235340,2060,9
19,24,2003,11400714819323301777,11400714819323231083,534,724,11400714819323234040,391,655,11400714819323224386,821,353,11400714819323250870,2013,8
19,25,2003,11400714819323302640,11400714819323231248,462,1336,11400714819323229326,723,1412,11400714819323246046,364,880,11400714819323222924,2069,8
19,32,2003,11400714819323301014,11400714819323230953,280,301,11400714819323216528,1905,80,11400714819323321840,1225,1586,11400714819323277680,2019,7
19,34,2003,11400714819323299878,11400714819323231659,1393,1675,11400714819323290957,1951,266,11400714819323322713,397,1573,11400714819323225168,2038,6
19,38,2003,11400714819323300883,11400714819323231018,341,1520,11400714819323221711,1142,1381,11400714819323274337,136,1709,11400714819323208812,2016,7
19,39,2003,11400714819323302861,11400714819323231391,1453,1375,11400714819323292594,753,25,11400714819323247579,428,1572,11400714819323227144,2074,6
19,41,2003,11400714819323303929,11400714819323232086,1747,1552,11400714819323313738,1679,157,11400714819323307162,362,1904,11400714819323223861,2054,7
19,46,2003,11400714819323301014,11400714819323230953,1964,1481,11400714819323324773,1929,1998,11400714819323326348,1688,105,11400714819323306684,2018,8
19,50,2003,11400714819323300634,11400714819323230761,1579,1053,11400714819323300439,723,28,11400714819323245430,1022,1815,11400714819323265109,2031,8
19,52,2003,11400714819323300504,11400714819323230824,363,1204,11400714819323222664,731,1392,11400714819323247136,167,1323,11400714819323210638,2029,9
19,54,2003,11400714819323302216,11400714819323231517,213,1244,11400714819323213491,1793,1235,11400714819323315689,1884,637,11400714819323318325,2082,9
19,56,2003,11400714819323302448,11400714819323231248,1485,993,11400714819323294052,321,151,11400714819323219069,971,607,11400714819323261421,2068,7
19,57,2003,11400714819323300699,11400714819323230761,298,374,11400714819323218303,108,862,11400714819323206370,196,210,11400714819323211484,2032,7
19,58,2003,11400714819323301492,11400714819323231141,304,1142,11400714819323219431,1572,53,11400714819323298039,1519,1103,11400714819323295856,2007,7
19,60,2003,11400714819323305629,11400714819323231636,948,1530,11400714819323259976,797,912,11400714819323249841,921,897,11400714819323258149,2091,6
19,62,2003,11400714819323302707,11400714819323231313,294,467,11400714819323217559,1269,1837,11400714819323282762,1136,1055,11400714819323271456,2073,6
19,66,2003,11400714819323300883,11400714819323231018,98,680,11400714819323205431,866,750,11400714819323255609,1662,1627,11400714819323307505,2016,7
19,67,2003,11400714819323298294,11400714819323231204,1038,555,11400714819323266765,1638,1050,11400714819323305262,1860,1172,11400714819323319358,2005,9
19,69,2003,11400714819323300192,11400714819323231659,1581,747,11400714819323301350,771,641,11400714819323249429,1641,1985,11400714819323304409,2041,6
19,70,2003,11400714819323300699,11400714819323230761,601,961,11400714819323237621,412,546,11400714819323225090,280,722,11400714819323216949,2033,8
19,72,2003,11400714819323303589,11400714819323232023,384,863,11400714819323223636,1261,37,11400714819323280472,562,1577,11400714819323235704,2051,11
19,73,2003,11400714819323301711,11400714819323231083,1199,1312,11400714819323275919,1832,1662,11400714819323316597,264,299,11400714819323215498,2012,8
19,74,2003,11400714819323300569,11400714819323230761,731,936,11400714819323246056,1307,1709,11400714819323285459,1802,1690,11400714819323314683,2030,8
19,82,2003,11400714819323301079,11400714819323230953,1903,1257,11400714819323320822,530,1788,11400714819323234823,1606,544,11400714819323303680,2020,8
19,87,2003,11400714819323303103,11400714819323232146,942,83,11400714819323259773,1148,1501,11400714819323274861,1092,637,11400714819323270375,2060,9
19,88,2003,11400714819323300634,11400714819323230761,349,1116,11400714819323222357,1163,566,11400714819323274918,1944,607,11400714819323322818,2031,10
19,89,2003,11400714819323301902,11400714819323231454,933,125,11400714819323258142,1932,37,11400714819323324049,756,1953,11400714819323249543,2078,10
19,90,2003,11400714819323303533,11400714819323231956,593,1299,11400714819323238317,1528,1710,11400714819323299769,246,1714,11400714819323215986,2046,9
19,93,2003,11400714819323301492,11400714819323231141,155,1732,11400714819323210020,265,485,11400714819323216245,1635,1154,11400714819323305100,2007,9
19,98,2003,11400714819323301516,11400714819323231141,184,1536,11400714819323212027,47,752,11400714819323202303,184,1536,11400714819323212027,2008,9
19,99,2003,11400714819323300003,11400714819323231659,1385,1839,11400714819323288503,1688,858,11400714819323306381,1787,1666,11400714819323315694,2040,7
20,1,2003,11400714819323303411,11400714819323232211,1334,900,11400714819323284304,1326,733,11400714819323285139,1334,900,11400714819323284304,2064,9
20,2,2003,11400714819323298294,11400714819323231204,677,1964,11400714819323244303,671,1978,11400714819323244201,276,1471,11400714819323217421,2005,7
20,4,2003,11400714819323303864,11400714819323232086,1233,407,11400714819323279345,420,1624,11400714819323226738,219,127,11400714819323212625,2055,9
20,5,2003,11400714819323299943,11400714819323231722,168,1367,11400714819323210558,752,479,11400714819323246656,464,145,11400714819323228362,2037,7
20,6,2003,11400714819323302448,11400714819323231248,437,193,11400714819323226934,59,16,11400714819323202248,683,577,11400714819323243371,2068,8
20,7,2003,11400714819323303411,11400714819323232211,1182,342,11400714819323273868,358,203,11400714819323221983,755,1606,11400714819323247908,2065,7
20,9,2003,11400714819323300699,11400714819323230761,471,1134,11400714819323230063,298,1626,11400714819323218963,1849,1884,11400714819323319366,2032,6
20,10,2003,11400714819323305541,11400714819323231580,709,171,11400714819323243636,300,160,11400714819323218220,91,604,11400714819323204892,2087,7
20,13,2003,11400714819323300270,11400714819323231893,26,1893,11400714819323202074,1003,1468,11400714819323264608,1531,210,11400714819323295966,2045,8
20,14,2003,11400714819323303864,11400714819323232086,397,226,11400714819323224343,1890,732,11400714819323321899,1875,1759,11400714819323322075,2055,8
20,16,2003,11400714819323300440,11400714819323230824,1626,1696,11400714819323305105,1555,765,11400714819323298629,1277,74,11400714819323279395,2027,8
